0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 20 55 56 58 55 20 20 20 20 20 20 20 55 56 58 55 20 20 20 20 20 20 20 20 55 56 58 55 20 20 20 20 20 20 55 56 58 55 20 20 20 20 20 55 56 58 55 20 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
42 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 40 41 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 26 55 59 60 55 26 27 35 25 26 26 26 55 59 60 55 26 26 26 26 26 26 26 26 55 59 60 55 26 26 26 26 26 55 55 59 60 55 55 26 26 26 26 55 59 60 55 26 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 40 41 0 0 0 0 0 0 0 0 39 40 40 41 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 40 40 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 3 0 0 0 0 22 46 47 46 46 57 46 46 0 46 46 46 46 57 46 46 46 46 46 46 46 57 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 57 46 46 46 46 46 46 46 24 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 41 0 0 0 0 0 0 0 11 0 45 0 0 0 0 39 40 41 0 0 0 12 0 0 0 2 2 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 8 46 36 37 35 37 37 37 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 40 40 41 0 0 0 0 0 0 0 0 1 5 6 6 6 6 6 6 6 6 6 6 7 0 0 15 0 0 46 50 46 46 57 46 46 0 46 46 46 46 57 46 46 46 46 46 46 46 57 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 57 46 46 46 46 46 46 46 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 3 0 0 0 0 0 0 0 0 1 2 0 0 0 5 6 14 6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 46 0 46 46 10 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 41 48 48 0 0 0 48 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 48 0 0 0 1 5 6 6 6 6 6 6 6 6 6 6 6 16 0 0 0 0 22 46 46 46 46 57 46 46 46 46 50 46 46 57 46 46 46 46 46 46 46 57 46 46 46 46 46 46 46 46 46 46 50 50 50 46 46 46 46 46 46 57 46 46 46 46 46 46 46 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 43 0 11 0 0 0 0 0 12 0 0 11 0 0 0 0 0 43 0 0 0 45 12 0 0 0 0 0 0 0 11 0 5 6 14 6 7 0 11 0 0 0 0 0 0 5 2 2 2 2 5 6 6 6 7 0 0 39 40 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 46 0 40 40 40 41 0 0 0 0 0 0 0 0 0 48 0 0 0 0 48 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 43 0 11 5 6 13 6 6 7 0 0 11 0 0 0 0 11 0 0 0 38 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 1 5 6 6 13 13 6 6 13 6 13 13 13 6 7 0 0 0 17 0 46 46 46 46 57 46 46 46 50 46 46 46 57 46 46 46 46 46 46 46 57 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 57 46 46 46 46 46 46 46 24 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 0 0 0 1 2 2 2 2 2 2 3 0 0 0 0 0 1 2 2 5 6 6 6 7 2 2 2 3 0 0 0 0 5 14 6 6 6 14 6 6 6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 40 41 0 0 0 0 0 0 0 0 0 0 0 0 46 46 46 46 33 0 0 0 0 0 0 0 0 0 0 0 0 11 11 0 11 11 11 0 0 0 0 0 0 0 0 0 0 48 48 0 0 0 1 2 2 2 2 2 2 5 14 6 6 14 7 1 2 2 2 2 2 2 2 2 2 2 3 49 49 49 49 49 49 49 49 49 49 1 2 2 2 2 2 2 2 2 3 5 6 6 6 13 6 13 6 13 6 13 6 6 6 7 0 0 0 0 46 46 46 52 0 57 54 0 0 46 53 0 0 57 54 0 0 46 53 0 0 57 54 0 0 46 46 46 50 50 46 46 46 46 46 46 46 46 53 0 0 57 52 0 46 46 46 46 46 46 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 43 0 45 45 0 0 0 0 0 0 12 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 6 6 6 6 6 6 6 14 6 6 6 6 6 6 6 6 7 0 0 0 5 6 6 6 14 6 6 7 0 0 0 0 0 5 6 6 6 14 6 6 6 14 6 6 7 0 0 0 0 5 6 6 6 6 14 6 6 6 7 0 0 0 0 0 0 0 11 0 45 0 0 0 0 0 0 0 0 0 0 0 12 12 12 0 0 0 0 0 0 0 0 46 46 46 46 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 3 0 43 0 0 0 0 0 0 0 0 0 11 11 5 6 13 6 14 6 6 5 6 6 6 6 7 5 6 14 6 6 6 6 6 6 6 14 7 0 0 0 0 0 0 0 0 0 0 5 6 6 6 6 6 6 6 6 7 5 6 6 6 13 6 13 6 13 6 13 13 13 6 18 0 0 0 0 46 46 46 0 0 57 0 0 0 46 0 0 0 57 0 0 0 46 0 0 0 57 0 0 0 47 46 46 46 46 46 46 46 46 46 46 46 47 0 0 0 57 0 0 46 47 46 46 46 46 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 6 6 6 6 6 6 6 6 6 6 6 6 6 14 6 6 7 0 0 0 5 6 6 14 6 6 6 7 0 0 0 0 0 5 6 6 6 6 6 14 6 6 6 14 7 0 0 0 0 5 6 6 14 6 6 14 6 6 7 0 0 0 0 0 1 2 2 2 2 3 43 0 0 12 12 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 2 46 47 46 0 0 45 43 0 0 12 0 12 0 0 5 6 6 2 2 2 2 2 2 2 2 2 3 0 0 0 0 1 2 2 2 2 2 5 6 6 6 6 6 14 5 6 14 6 6 7 5 6 6 6 13 6 6 14 6 6 6 7 0 0 0 0 0 0 0 0 0 0 5 6 6 6 6 6 6 6 6 7 5 6 6 6 13 6 13 6 13 6 13 6 6 6 7 0 0 0 0 22 50 50 50 50 50 50 50 50 50 50 46 46 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 46 46 50 50 50 50 50 50 50 50 24 0 0 0 11 11 5 6 6 14 6 6 6 6 6 6 6 6 6 14 6 6 6 6 6 6 6 14 6 6 6 6 6 6 6 6 6 14 6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 6 6 14 6 6 6 6 6 6 6 14 6 6 6 6 6 7 0 0 0 5 14 6 6 6 6 14 7 0 0 0 0 0 5 14 6 6 6 6 6 6 6 6 6 7 0 0 0 0 5 6 6 6 6 6 6 6 6 7 0 0 0 0 0 5 6 6 6 6 7 2 2 2 2 3 0 0 0 0 0 5 6 6 6 6 6 6 6 6 6 6 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 6 6 5 6 6 6 6 6 6 6 6 7 0 0 0 0 5 6 6 6 6 6 5 14 6 6 14 6 6 5 6 6 6 13 7 5 13 6 6 6 6 6 6 6 13 6 7 0 0 0 0 0 0 0 0 0 0 5 6 6 6 6 6 6 6 6 7 5 6 6 6 13 13 6 6 13 6 13 13 13 6 7 0 0 0 0 25 26 55 26 26 55 26 26 26 26 26 55 55 26 26 26 26 26 26 55 26 26 26 26 55 26 26 26 26 26 26 26 26 55 26 26 26 26 26 55 55 26 26 26 55 26 26 26 26 26 0 0 0 1 2 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
